Use?,Why?,comp_ID,study_ID,dam_ID,animal_ID,author,year,title,journal,species,strain,manip_type,manip_direction,nom_manip_val,,,,nom_manip_val2,,,,intake_reported,vitmin_eql,adlib_con,adlib_exp,diet_con,diet_exp,dam_diet_start_dPC,dam_diet_end_dPC,diet_label,age_mating,n_con_dam,n_exp_dam,multi_use_con,dam_housing,temperature,photoperiod,litter_size,litter_size_equalized,crossfostered,sex,housing,bodyweight_mean_contr,bodyweight_SE_contr,bodyweight_mean_exp,bodyweight_SE_exp,bw_N_contr,bw_N_exp,bw_dayPG,birthweight_mean_contr,birthweight_SE_contr,birthweight_mean_exp,birthweight_SE_exp,birthweight_N_contr,birthweight_N_exp,offspring_diet,offspring_con_adlib,offspring_diet_level,offspring_diet_end_dPP,post_diet_adlib,response_age_dPP,author's behaviour,my behaviour,response_test,time_trial,measure,unit,high_better,night/day,comparison,exp_mean,exp_se,exp_n,con_mean,con_se,con_n,con_ID,d,se,percentage,Data_source,measure_comments,SE_imputed,Comments,suppl_files,weight,weightSE,birth,birthSE,initial_d,intialSE,final_d,finalSE
yes,,comp_574,s_60,D_113,A_153,Wolf,1986,Behavioral effects of severe and ,J009,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,44,pre+lact,,6,8,yes,,,,,,,both,,267.67,31.21,204.57,15.65,,,,,,,,,,control,yes,Teklad_isocal_25Casein,21,yes,21,ACTIVITY,ACTIVITY,Open_Field,5,square_crossed,#,yes,day,25%_6%,175.87,,,83.17,,,con_219,,,no,Fig 1,"no SE or SD for data, SD for weight, no sample size unless 1 offspring per litter, in that case, n offspring = n dam. Cannot reach researchers",yes,"Says ""albino"" as the rat species so looked at previous paper by same PI and found they use Sprague ones. no details on maintenanceウxtracted data for 1st trial only",,,,,,,,,
yes,,comp_575,s_60,D_113,A_153,Wolf,1986,Behavioral effects of severe and ,J009,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,44,pre+lact,,6,8,yes,,,,,,,both,,267.67,31.21,204.57,15.65,,,,,,,,,,control,yes,Teklad_isocal_25Casein,21,yes,21,ACTIVITY,EXPLORATION,Open_Field,5,rearing,#,yes,day,25%_6%,35.04,,,21.71,,,con_220,,,no,Fig 2,"no SE or SD for data, SD for weight, no sample size unless 1 offspring per litter, in that case, n offspring = n dam. Cannot reach researchers",yes,"Says ""albino"" as the rat species so looked at previous paper by same PI and found they use Sprague ones. no details on maintenanceウxtracted data for 1st trial only",,,,,,,,,
yes,,comp_576,s_60,D_114,A_154,Wolf,1986,Behavioral effects of severe and ,J009,rats,Sprague-Dawley,protein,-,32%,8%,25%,protein content,,,,,no,,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_8Casein,-35,44,pre+lact,,6,7,yes,,,,,,,both,,267.67,31.21,199.86,18.8,,,,,,,,,,control,yes,Teklad_isocal_25Casein,21,yes,21,ACTIVITY,ACTIVITY,Open_Field,5,square_crossed,#,yes,day,25%_8%,133.81,,,83.17,,,con_219,,,no,Fig 1,"no SE or SD for data, SD for weight, no sample size unless 1 offspring per litter, in that case, n offspring = n dam. Cannot reach researchers",yes,"Says ""albino"" as the rat species so looked at previous paper by same PI and found they use Sprague ones. no details on maintenanceウxtracted data for 1st trial only",,,,,,,,,
yes,,comp_577,s_60,D_114,A_154,Wolf,1986,Behavioral effects of severe and ,J009,rats,Sprague-Dawley,protein,-,32%,8%,25%,protein content,,,,,no,,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_8Casein,-35,44,pre+lact,,6,7,yes,,,,,,,both,,267.67,31.21,199.86,18.8,,,,,,,,,,control,yes,Teklad_isocal_25Casein,21,yes,21,ACTIVITY,EXPLORATION,Open_Field,5,rearing,#,yes,day,25%_8%,29.23,,,21.71,,,con_220,,,no,Fig 2,"no SE or SD for data, SD for weight, no sample size unless 1 offspring per litter, in that case, n offspring = n dam. Cannot reach researchers",yes,"Says ""albino"" as the rat species so looked at previous paper by same PI and found they use Sprague ones. no details on maintenanceウxtracted data for 1st trial only",,,,,,,,,
yes,,comp_578,s_61,D_115,A_155,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,29,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,444.04,10.2,32,38,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,Open_arm_entries,%,yes,day,W_M7,20.16,3.81,38,10.76,5.08,32,con_221,,,yes,Fig 1,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_579,s_61,D_115,A_155,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,29,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,444.04,10.2,32,38,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,time_spent_open_arm,%,yes,day,W_M7,8.63,1.89,38,3.74,1.89,32,con_222,,,yes,Fig 1,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_580,s_61,D_115,A_155,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,29,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,444.04,10.2,32,38,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,closed_arm_entries,#,no,day,W_M7,5.62,0.64,38,5.82,0.92,32,con_223,,,no,Fig 2,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_581,s_61,D_115,A_155,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,29,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,444.04,10.2,32,38,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,attempts_enter_open_arms,#,yes,day,W_M7,3.11,0.47,38,3.85,0.61,32,con_224,,,no,Fig 2,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_582,s_61,D_115,A_155,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,29,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,444.04,10.2,32,38,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,Latency_enter_open_arm,sec,no,day,W_M7,97.15,5.72,38,157.14,2.86,32,con_225,,,no,Fig 2,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_583,s_61,D_115,A_155,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,29,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,444.04,10.2,32,38,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,EXPLORATION,EXPLORATION,EPM,5,rearing,#,yes,day,W_M7,4.98,0.53,38,3.88,1.06,32,con_226,,,no,Fig 3,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_584,s_61,D_115,A_155,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,29,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,444.04,10.2,32,38,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,risk_assessment,ANXIETY,EPM,5,head_dips,#,no,day,W_M7,8.49,0.93,38,8.26,0.58,32,con_227,,,no,Fig 3,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_585,s_61,D_116,A_156,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,36,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,373.92,7.8,32,36,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,Open_arm_entries,%,yes,day,W_M14,27.65,4.45,36,10.76,5.08,32,con_221,,,yes,Fig 1,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_586,s_61,D_116,A_156,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,36,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,373.92,7.8,32,36,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,time_spent_open_arm,%,yes,day,W_M14,16.66,8.19,36,3.74,1.89,32,con_222,,,yes,Fig 1,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_587,s_61,D_116,A_156,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,36,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,373.92,7.8,32,36,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,closed_arm_entries,#,no,day,W_M14,5.43,0.43,36,5.82,0.92,32,con_223,,,no,Fig 2,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_588,s_61,D_116,A_156,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,36,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,373.92,7.8,32,36,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,attempts_enter_open_arms,#,yes,day,W_M14,4.53,0.66,36,3.85,0.61,32,con_224,,,no,Fig 2,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_589,s_61,D_116,A_156,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,36,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,373.92,7.8,32,36,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,Latency_enter_open_arm,sec,no,day,W_M14,41.43,5.71,36,157.14,2.86,32,con_225,,,no,Fig 2,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_590,s_61,D_116,A_156,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,36,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,373.92,7.8,32,36,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,EXPLORATION,EXPLORATION,EPM,5,rearing,#,yes,day,W_M14,5.56,1.23,36,3.88,1.06,32,con_226,,,no,Fig 3,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_591,s_61,D_116,A_156,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,36,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,373.92,7.8,32,36,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,risk_assessment,ANXIETY,EPM,5,head_dips,#,no,day,W_M14,7.44,1.28,36,8.26,0.58,32,con_227,,,no,Fig 3,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_592,s_61,D_117,A_157,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,43,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,369.45,9.4,32,33,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,Open_arm_entries,%,yes,day,W_M21,33.88,2.54,33,10.76,5.08,32,con_221,,,yes,Fig 1,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_593,s_61,D_117,A_157,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,43,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,369.45,9.4,32,33,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,time_spent_open_arm,%,yes,day,W_M21,17.76,5.04,33,3.74,1.89,32,con_222,,,yes,Fig 1,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_594,s_61,D_117,A_157,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,43,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,369.45,9.4,32,33,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,closed_arm_entries,#,no,day,W_M21,6.01,1.28,33,5.82,0.92,32,con_223,,,no,Fig 2,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_595,s_61,D_117,A_157,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,43,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,369.45,9.4,32,33,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,attempts_enter_open_arms,#,yes,day,W_M21,4.4,1.08,33,3.85,0.61,32,con_224,,,no,Fig 2,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_596,s_61,D_117,A_157,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,43,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,369.45,9.4,32,33,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,Latency_enter_open_arm,sec,no,day,W_M21,68.57,7.14,33,157.14,2.86,32,con_225,,,no,Fig 2,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_597,s_61,D_117,A_157,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,43,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,369.45,9.4,32,33,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,EXPLORATION,EXPLORATION,EPM,5,rearing,#,yes,day,W_M21,6.3,1.41,33,3.88,1.06,32,con_226,,,no,Fig 3,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_598,s_61,D_117,A_157,Francolin-Silva,2006,Anxiolytic-like effects of short-term,J008,rats,Wistar,protein,-,38%,6%,16%,protein content,,,,,no,yes,yes,yes,Francolin-Silva_isocal_16protein,Francolin-Silva_isocal_6protein,22,43,lact,,,,yes,single,24,12,8,yes,no,m,,476.09,10.8,369.45,9.4,32,33,70,,,,,,,control,yes,Francolin-Silva_Standard_Lab_Chow,21,yes,70,risk_assessment,ANXIETY,EPM,5,head_dips,#,no,day,W_M21,10.35,2.09,33,8.26,0.58,32,con_227,,,no,Fig 3,,no,"extracted data for saline group only and not for M28 (dams on a restricted diet from birth to d28, weaning at d21)",,,,,,,,,
yes,,comp_599,s_62,D_118,A_158,Palmer,2008,Prenatal protein deprivation alters dopamine,J031,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,yes,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,0,pregestation,,12,12,no,single,,12,8,yes,yes,m,group,192.2,2.6,184.8,5.5,25,21,37,6.8,0.1,5.9,0.2,25,21,control,yes,see comments,25,yes,37,ACTIVITY,ACTIVITY,Photocell_device,15,activity_counts,#,yes,day,NP_PD_m,576,132,18,648,0,22,con_228,,,no,Fig 2,,no,"extracted data for 1st trial (15min) and none injected individuals (""novel exploration"". Data are combined for group 1 (offspring back on the 25% prot diet) and group 2 (offspring back on normal lab chow).  They say ""standard chow has not been found to produce differential effects on weights from the 25% diet and is much less expensive). ",,,,,,,,,
yes,,comp_600,s_62,D_118,A_159,Palmer,2008,Prenatal protein deprivation alters dopamine,J031,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,yes,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,0,pregestation,,12,12,no,single,,12,8,yes,yes,f,group,163.5,2.8,154,4.1,27,17,37,6.4,0.1,5.4,0.2,27,17,control,yes,see comments,25,yes,37,ACTIVITY,ACTIVITY,Photocell_device,15,activity_counts,#,yes,day,NP_PD_f,774.91,0,16,882.05,166.66,22,con_229,,,no,Fig 2,,no,"extracted data for 1st trial (15min) and none injected individuals (""novel exploration"". Data are combined for group 1 (offspring back on the 25% prot diet) and group 2 (offspring back on normal lab chow).  They say ""standard chow has not been found to produce differential effects on weights from the 25% diet and is much less expensive). ",,,,,,,,,
yes,,comp_601,s_63,D_119,A_160,Almeida,1993,Effects of early protein malnutrition,J009,rats,Wistar,protein,-,32%,8%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_8%Casein,22,43,lact,,,,no,single,24,12,6,yes,yes,m,single,333.7,7.9,296.9,11.5,10,10,70,,,,,,,control,yes,Almeida_lab_chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,Open/total,%,yes,day,con_exp,39.92,6.74,10,39.72,5.62,10,con_230,,,yes,fig 1,,no,extracted data for day 1 only,,,,,,,,,
yes,,comp_602,s_63,D_119,A_160,Almeida,1993,Effects of early protein malnutrition,J009,rats,Wistar,protein,-,32%,8%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_8%Casein,22,43,lact,,,,no,single,24,12,6,yes,yes,m,single,333.7,7.9,296.9,11.5,10,10,70,,,,,,,control,yes,Almeida_lab_chow,21,yes,70,ACTIVITY,ACTIVITY,EPM,5,total_arm_entries,#,yes,day,con_exp,12.3,1.48,10,11.41,1.48,10,con_231,,,no,fig 2,,no,extracted data for day 1 only,,,,,,,,,
yes,,comp_603,s_63,D_119,A_160,Almeida,1993,Effects of early protein malnutrition,J009,rats,Wistar,protein,-,32%,8%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_8%Casein,22,43,lact,,,,no,single,24,12,6,yes,yes,m,single,333.7,7.9,296.9,11.5,10,10,70,,,,,,,control,yes,Almeida_lab_chow,21,yes,70,risk_assessment,ANXIETY,EPM,5,time_spent_central_platform,?,no,day,con_exp,43.33,5.78,10,43.11,11.56,10,con_232,,,no,fig 3,,no,extracted data for day 1 only,,,,,,,,,
yes,,comp_604,s_63,D_119,A_160,Almeida,1993,Effects of early protein malnutrition,J009,rats,Wistar,protein,-,32%,8%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_8%Casein,22,43,lact,,,,no,single,24,12,6,yes,yes,m,single,333.7,7.9,296.9,11.5,10,10,70,,,,,,,control,yes,Almeida_lab_chow,21,yes,70,EXPLORATION,EXPLORATION,EPM,5,rearings,#,yes,day,con_exp,1,0.42,10,0.41,0.21,10,con_233,,,no,fig 4,,no,extracted data for day 1 only,,,,,,,,,
yes,,comp_605,s_63,D_119,A_160,Almeida,1993,Effects of early protein malnutrition,J009,rats,Wistar,protein,-,32%,8%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_8%Casein,22,43,lact,,,,no,single,24,12,6,yes,yes,m,single,333.7,7.9,296.9,11.5,10,10,70,,,,,,,control,yes,Almeida_lab_chow,21,yes,70,ANXIETY,ANXIETY,EPM,5,attempts_enter_open_arms,#,yes,day,con_exp,6.67,1,10,3.28,0.53,10,con_234,,,no,fig 5,,no,extracted data for day 1 only,,,,,,,,,
yes,,comp_606,s_64,D_120,A_161,Couthino,2013,Intrauterine protein restriction combined with,J056,rats,Wistar,protein,-,35%,6%,17%,protein content,,,,,yes,yes,yes,yes,Couthino_isocal_17%Casein,Couthino_isocal_6%Casein,0,43,pre+lact,85,,,no,single,24,12,4,yes,no,m,single,422.8,8.2,413.7,9.5,6,6,90,,,,,,,control,yes,Couthino_isocal_12%Casein,21,yes,90,ACTIVITY,ACTIVITY,Photocell_device,720,counts,#,yes,night,CO_LO,4683,407,6,7223,515,6,con_235,,,no,Table 3,,no,missing info about activity measurements. Must contact researchers. 2 groups (LC and LO had different litter sizes),,,,,,,,,
yes,,comp_607,s_64,D_121,A_162,Couthino,2013,Intrauterine protein restriction combined with,J056,rats,Wistar,protein,-,35%,6%,17%,protein content,,,,,yes,yes,yes,yes,Couthino_isocal_17%Casein,Couthino_isocal_6%Casein,0,43,pre+lact,85,,,no,single,24,12,8,yes,no,m,single,372.3,6.1,371.5,13.9,6,6,90,,,,,,,control,yes,Couthino_isocal_12%Casein,21,yes,90,ACTIVITY,ACTIVITY,Photocell_device,720,counts,#,yes,night,CC_LC,5534,563,6,6609,368,6,con_236,,,no,Table 3,,no,missing info about activity measurements. Must contact researchers. 2 groups (LC and LO had different litter sizes),,,,,,,,,
yes,,comp_608,s_65,D_122,A_163,Frankova,1968,Influence of malnutrition in early,J006,rats,Holzman,protein,-,48%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_12%Casein,22,43,lact,,,,no,single,23,,8,yes,no,m,single,209.63,,143.06,,10,8,50,,,,,,,control,yes,Barnes_isocal_25%Casein,21,yes,50,ACTIVITY,ACTIVITY,Open_Field,9,square_crossed,#,yes,day,RC_CC,91.7,9.8,8,48.1,6.2,10,con_237,,,no,Table 2,,no,Only extracted data for RC and CC (not RLP or RR as F1 diet was manipulated). Extracted data for incativity at 50d old. ,,,,,,,,,
yes,,comp_609,s_65,D_122,A_163,Frankova,1968,Influence of malnutrition in early,J006,rats,Holzman,protein,-,48%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_12%Casein,22,43,lact,,,,no,single,23,,8,yes,no,m,single,209.63,,143.06,,10,8,50,,,,,,,control,yes,Barnes_isocal_25%Casein,21,yes,50,EXPLORATION,EXPLORATION,Open_Field,9,rearing_number,#,yes,day,RC_CC,36.1,7.8,8,33,4.8,10,con_238,,,no,Table 2,,no,Only extracted data for RC and CC (not RLP or RR as F1 diet was manipulated). Extracted data for incativity at 50d old. ,,,,,,,,,
yes,,comp_610,s_65,D_122,A_163,Frankova,1968,Influence of malnutrition in early,J006,rats,Holzman,protein,-,48%,12%,25%,protein content,,,,,no,yes,yes,yes,Barnes_isocal_25%Casein,Barnes_isocal_12%Casein,22,43,lact,,,,no,single,23,,8,yes,no,m,single,209.63,,143.06,,10,8,50,,,,,,,control,yes,Barnes_isocal_25%Casein,21,yes,50,EXPLORATION,EXPLORATION,Open_Field,9,rearing_duration,sec,yes,day,RC_CC,29.7,6.1,8,31.8,5.1,10,con_239,,,no,Table 2,,no,Only extracted data for RC and CC (not RLP or RR as F1 diet was manipulated). Extracted data for incativity at 50d old. ,,,,,,,,,
